	7	93	88	64	84	41	88	24	16	19
	6	83	87	53	73	30	89	13	15	18
	5	72	76	43	63	20	79	3	14	17
	4	62	66	32	52	10	69	2	13	7
	3	51	55	22	42	0	58	1	12	6
	2	41	45	11	31	10	48	0	23	5
	1	30	34	21	22	20	37	10	24	4
	11	40	25	31	23	30	47	0	33	3
	21	50	26	32	13	41	57	1	44	2
	31	60	35	33	14	51	68	11	54	12
	42	61	36	34	25	62	78	22	65	23
	52	70	37	35	26	71	89	32	74	33
	62	80	28	36	27	81	98	43	75	34
	61	90	18	46	17	82	97	44	85	25
	50	91	19	47	8	92	87	34	86	26
	40	81	29	48	9	93	96	25	76	35
	41	71	38	49	19	94	95	24	67	36
	51	72	39	58	29	84	85	14	56	37
	42	73	49	57	28	74	86	15	46	38
	43	64	58	68	27	75	87	16	47	48
	33	53	59	67	17	76	88	7	36	37
	24	43	69	77	18	76	89	6	27	28
	25	52	68	88	8	77	99	5	26	29
	34	63	57	78	9	77	98	4	35	19
	45	62	47	79	18	87	97	3	46	29
	55	51	56	89	17	96	88	2	36	39
	66	42	67	99	16	86	78	1	37	49
	55	32	76	98	6	75	69	10	48	59
	45	22	77	97	5	65	58	0	38	69
	35	11	68	87	4	54	57	1	29	78
	36	12	67	76	3	44	48	2	19	79
	37	23	56	66	13	45	58	11	9	89
	38	33	67	65	24	46	69	21	8	99
	29	44	77	54	34	47	79	20	17	98
	19	53	87	64	25	48	89	30	27	97
	9	43	96	73	14	38	99	40	37	88
	8	52	95	74	15	39	98	41	28	78
	17	63	94	75	26	49	97	31	18	89
	27	72	84	76	36	58	96	42	29	79
	16	71	73	77	35	59	95	43	39	69
	7	61	63	78	45	49	85	33	38	68
	6	50	64	88	55	48	86	23	37	57
	5	40	74	98	66	47	87	13	36	56
	4	30	85	99	65	46	88	14	26	67
	5	20	86	89	54	35	88	25	15	77
	6	21	96	79	44	34	97	24	16	76
	7	31	95	78	53	33	87	23	17	75
	8	41	94	77	52	32	76	22	28	65
	17	42	93	68	51	43	75	12	18	54
	27	31	83	58	62	44	65	13	19	53
	36	30	72	59	63	45	66	14	9	64
	37	40	73	69	63	46	67	15	8	74
	38	50	84	78	52	47	68	26	7	85
	29	60	94	89	51	48	78	36	16	86
	19	70	95	98	61	58	88	27	26	87
	9	80	96	99	71	69	97	37	35	76
	8	81	86	89	82	79	98	38	45	77
	17	90	76	78	91	69	88	29	55	67
	27	80	75	77	92	59	87	39	56	57
	36	70	65	76	93	49	86	38	47	48
	46	60	55	75	84	58	85	37	56	57
	35	50	54	65	83	68	74	36	66	67
	25	41	54	64	72	77	73	26	76	57
	24	42	65	53	62	88	84	15	87	48
	34	32	75	54	63	97	85	5	96	37
	33	23	86	55	53	88	85	4	95	28
	43	22	76	56	44	78	86	3	94	18
	32	11	66	67	45	69	87	2	93	19
	33	1	65	68	46	58	88	12	92	9
	34	0	74	57	47	48	89	13	82	18
	35	10	75	56	36	38	99	14	71	29
	25	20	86	55	27	39	98	15	62	28
	26	21	96	66	16	49	97	6	63	17
	36	30	95	76	7	59	87	5	52	8
	37	40	94	77	6	69	88	4	42	9
	48	50	93	78	5	58	89	3	31	19
	47	51	92	79	4	68	99	2	21	18
	56	52	82	69	3	77	98	1	10	29
	55	43	83	59	2	87	97	0	20	39
	45	44	84	49	1	86	96	10	30	38
	34	54	85	48	11	95	87	20	40	37
	35	64	74	58	22	86	88	30	50	36
	46	73	65	68	23	75	89	40	60	27
	47	72	66	78	24	65	79	41	61	28
	57	62	67	77	33	55	69	50	51	17
	58	71	76	87	44	46	59	60	42	16
	48	70	86	97	53	47	49	61	32	15
	37	80	96	98	54	56	39	62	23	5
	36	81	97	99	55	66	49	63	22	4
	27	90	98	89	45	76	58	53	12	3
	28	91	88	78	34	77	68	52	13	2
	17	92	87	79	25	67	69	42	24	11
	16	93	86	89	14	57	59	32	33	21
	6	94	96	99	15	48	49	31	43	10
	16	84	95	98	26	38	39	21	44	0
	27	83	94	97	35	28	29	10	54	1
	36	82	93	87	46	18	38	20	64	2
	47	72	92	76	56	8	48	30	74	12
	37	63	82	77	66	9	58	40	84	23
	28	52	83	78	75	19	68	41	93	22
	18	42	84	88	85	29	78	50	94	11
	17	31	84	89	86	39	78	51	95	21
	27	30	85	79	76	49	69	61	96	20
	36	40	86	89	77	48	59	71	97	10
	26	41	96	99	88	58	49	72	98	0
	25	50	97	89	87	57	38	73	88	1
	34	60	96	78	76	67	37	64	77	2
	33	61	95	68	66	56	47	65	87	3
	32	51	94	67	55	46	36	54	86	4
	33	62	93	57	45	47	26	53	75	5
	34	71	92	48	44	47	25	63	65	6
	24	70	91	49	53	37	14	52	55	7
	13	80	92	59	43	27	15	42	45	8
	3	81	93	69	32	17	26	31	34	9
	4	90	94	78	22	7	36	21	24	18
	5	91	95	79	11	6	47	10	13	17
