	5	64	81	97	11	92	89	82	15	10
	6	53	70	87	2	83	78	71	14	20
	7	43	60	76	3	84	68	61	13	21
	8	32	50	66	12	74	57	51	23	22
	9	31	40	55	11	64	47	41	24	21
	18	30	50	45	1	53	36	42	25	10
	17	40	61	34	0	43	26	52	35	20
	27	50	62	44	1	33	16	63	46	30
	28	61	72	54	2	23	7	73	56	40
	29	62	82	65	3	13	6	83	67	50
	19	52	91	75	4	14	5	93	77	61
	9	63	90	85	3	15	6	94	88	62
	8	72	80	86	12	25	7	95	98	71
	18	83	81	96	22	24	17	85	99	82
	28	84	70	97	32	34	27	74	89	92
	37	73	60	88	31	45	36	64	79	93
	38	63	50	77	30	46	47	53	69	94
	39	52	51	67	20	56	48	43	58	85
	49	42	41	68	21	57	38	32	59	75
	58	31	30	69	11	48	29	23	49	65
	68	22	21	78	10	37	19	13	39	54
	77	12	20	89	0	27	9	4	29	44
	87	2	30	98	1	26	8	5	19	33
	76	3	40	99	11	35	7	6	9	24
	66	13	50	89	22	25	16	15	8	14
	55	23	61	88	32	34	17	26	7	4
	54	12	62	87	43	45	18	36	6	5
	64	2	71	76	53	46	28	47	16	15
	74	1	72	66	63	56	38	57	27	26
	84	10	82	67	73	55	48	58	28	36
	83	20	91	57	64	65	49	59	18	46
	82	30	90	48	54	75	39	69	29	55
	91	40	80	38	44	86	49	79	19	45
	90	50	81	37	33	95	58	78	9	35
	80	61	70	36	24	96	69	68	8	25
	81	60	71	35	13	97	59	77	7	14
	82	50	62	25	12	98	58	88	17	4
	92	51	52	24	2	99	48	89	16	3
	93	41	42	23	1	98	37	79	6	13
	94	31	32	22	10	97	47	78	5	14
	85	21	43	11	0	87	36	68	15	25
	75	10	53	1	0	76	35	58	26	34
	66	20	63	2	10	67	46	48	27	44
	56	30	72	12	21	57	55	37	28	43
	47	40	73	3	22	48	65	38	18	42
	37	50	74	4	12	49	64	29	19	31
	27	61	84	5	3	39	54	28	9	21
	17	70	83	6	4	29	44	38	8	10
	7	80	82	16	5	18	45	48	9	0
	6	90	91	15	14	19	35	58	8	1
	5	81	92	25	24	29	36	69	7	11
	14	71	93	35	33	28	27	59	16	22
	24	62	94	45	43	37	26	49	6	32
	33	51	95	44	53	48	25	39	5	23
	34	52	86	54	63	58	24	38	4	13
	35	42	96	64	72	69	14	48	3	12
	46	41	97	63	73	59	4	47	2	11
	55	30	88	62	74	49	3	57	1	21
	66	20	77	61	85	39	2	68	10	31
	75	30	78	60	86	38	12	58	0	22
	76	40	79	50	95	48	23	69	1	32
	77	41	89	51	94	57	33	59	11	43
	68	31	99	52	93	67	44	49	22	53
