	56	25	8	78	26	49	96	29	62	64
	46	14	7	68	15	39	86	18	51	53
	35	4	6	57	5	29	75	8	41	43
	25	3	16	47	14	18	65	7	30	32
	24	2	17	36	13	8	54	6	20	22
	23	1	27	26	3	9	44	15	10	11
	12	0	28	35	2	19	33	25	21	22
	13	10	37	45	1	29	23	24	31	32
	4	21	48	44	11	28	22	34	42	43
	5	31	58	53	2	27	12	35	52	33
	14	42	59	63	3	36	13	46	62	24
	15	52	69	72	4	37	23	55	71	25
	16	63	79	73	5	48	32	66	70	26
	7	64	89	74	6	58	31	76	60	36
	17	65	88	84	15	59	41	77	50	37
	28	66	98	83	14	69	40	87	61	48
	37	76	97	82	5	79	30	96	51	58
	48	77	88	81	4	89	20	95	42	59
	58	67	78	70	13	99	10	85	43	69
	49	56	68	60	23	98	0	74	44	79
	38	57	67	50	32	97	1	73	54	89
	39	47	66	40	31	87	11	63	55	99
	29	46	75	41	30	86	22	52	45	98
	19	35	85	51	20	95	21	42	34	97
	9	25	84	61	10	94	11	43	33	87
	8	14	83	62	0	93	2	53	24	86
	18	5	82	72	1	92	12	64	13	85
	17	6	91	71	2	83	3	65	4	84
	27	16	90	81	11	73	12	75	5	74
	26	7	80	70	22	64	23	76	6	85
	36	8	81	60	32	53	33	77	15	95
	37	9	82	50	31	43	44	88	26	96
	28	19	83	40	41	52	54	78	36	97
	38	29	73	30	42	63	65	69	37	88
	48	39	72	20	52	62	66	59	47	77
	58	49	71	21	51	61	76	69	56	78
	68	59	70	10	50	60	77	79	67	89
	57	69	80	0	40	61	87	78	66	99
	56	68	90	1	30	62	96	88	55	98
	46	57	91	2	20	63	97	87	45	89
	35	56	92	3	21	64	96	86	34	79
	25	67	93	13	10	54	95	75	24	69
	14	66	94	4	0	55	85	65	23	68
	5	76	84	3	1	45	74	64	12	57
	6	77	83	2	11	34	73	53	22	56
	16	78	82	12	21	35	72	44	32	46
	17	79	81	22	31	25	71	34	33	36
	18	89	70	32	41	14	61	24	43	27
	8	99	60	42	50	5	51	13	52	17
	7	98	61	41	40	6	62	4	63	28
	16	88	71	30	50	15	72	5	64	29
	26	87	82	20	61	25	83	14	54	19
	35	97	91	10	62	34	92	24	55	9
	45	96	90	0	63	44	93	23	56	18
	54	95	80	1	64	43	94	12	47	8
	65	86	81	2	74	42	85	3	36	7
	75	76	70	11	84	41	94	13	26	6
	66	67	60	21	73	31	93	4	15	5
	56	68	50	22	72	32	83	14	16	6
	47	58	40	23	71	33	82	15	27	7
	37	48	30	13	81	24	91	16	17	8
	28	38	20	4	80	14	90	7	18	9
	29	39	10	5	70	15	81	8	19	18
	38	49	0	6	60	16	71	17	9	28
	48	59	1	7	50	26	61	27	8	37
	57	69	2	17	51	25	62	36	18	47
	56	78	3	27	52	35	63	46	28	48
	55	77	4	36	53	34	64	45	37	58
	65	88	5	46	43	44	74	54	47	59
	75	89	6	55	42	33	85	64	57	69
	86	79	7	65	41	32	95	73	56	78
	87	89	8	74	30	42	96	84	55	68
	77	99	9	85	20	41	97	94	65	67
	76	98	18	95	10	30	88	93	54	66
	75	89	17	96	0	20	77	92	44	56
	65	78	16	87	1	10	76	83	34	47
	64	68	15	86	2	11	67	72	25	37
	73	57	26	75	12	21	66	82	35	28
	84	56	27	65	3	31	55	91	45	18
	83	46	28	74	13	22	54	90	44	9
	93	35	38	64	23	12	53	80	33	8
	92	26	48	63	24	2	52	70	43	7
	82	15	49	72	14	1	62	81	32	6
	71	5	39	73	4	0	61	91	42	16
	70	6	29	74	3	10	60	90	51	27
	80	16	19	85	2	20	50	81	61	36
	70	27	9	94	1	30	40	82	62	47
	61	36	8	95	0	41	50	83	63	48
	62	47	7	96	10	31	51	73	64	38
	63	48	6	97	20	21	52	74	65	29
	73	38	5	98	30	11	53	85	75	19
	74	29	4	99	40	22	54	94	76	18
	65	39	3	89	50	12	45	95	77	17
	75	49	13	79	51	23	46	96	88	28
	85	58	24	69	52	33	36	97	98	37
