	0.000000	0.000000	0.000000	0.000000	0.000000	0.970000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.970000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	1.000000	0.000000	1.000000	0.000000	0.940000	0.970000	0.000000	0.970000	0.000000	0.000000	0.000000	0.000000	0.940000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.970000	1.000000	0.970000	0.000000	0.910000	0.940000	0.000000	0.940000	0.000000	0.000000	0.000000	0.000000	0.910000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.940000	0.970000	0.940000	0.000000	0.880000	0.910000	1.000000	0.910000	0.000000	0.000000	0.000000	0.000000	0.880000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.910000	0.940000	0.910000	0.000000	0.850000	0.880000	0.970000	0.880000	0.000000	0.000000	0.000000	1.000000	0.850000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.880000	0.910000	0.880000	0.000000	0.820000	0.850000	0.940000	0.850000	0.000000	0.000000	1.000000	0.970000	0.820000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.850000	0.880000	0.850000	0.000000	0.790000	0.820000	0.910000	0.820000	0.000000	1.000000	0.970000	0.940000	0.790000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.820000	0.850000	0.820000	0.000000	0.760000	0.790000	0.880000	0.790000	0.000000	0.970000	0.940000	0.910000	0.760000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.790000	0.820000	0.790000	0.000000	0.730000	0.760000	0.850000	0.760000	0.000000	0.940000	0.910000	0.880000	0.730000	0.000000	0.970000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.760000	0.790000	0.760000	0.000000	0.700000	0.730000	0.820000	0.730000	0.000000	0.910000	0.880000	0.850000	0.700000	0.000000	0.940000	0.970000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.730000	0.760000	0.730000	0.000000	0.670000	0.700000	0.790000	0.700000	0.000000	0.880000	0.850000	0.820000	0.670000	0.000000	0.910000	0.940000	0.970000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.700000	0.730000	0.700000	0.000000	0.640000	0.670000	0.760000	0.670000	0.000000	0.850000	0.820000	0.790000	0.640000	1.000000	0.880000	0.910000	0.940000	0.970000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.670000	0.700000	0.670000	0.000000	0.610000	0.640000	0.730000	0.640000	1.000000	0.820000	0.790000	0.760000	0.610000	0.970000	0.850000	0.880000	0.910000	0.940000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.640000	0.670000	0.640000	1.000000	0.580000	0.610000	0.700000	0.610000	0.970000	0.790000	0.760000	0.730000	0.580000	0.940000	0.820000	0.850000	0.880000	0.910000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.610000	0.640000	0.610000	0.970000	0.550000	0.580000	0.670000	1.000000	0.940000	0.760000	0.730000	0.700000	0.550000	0.910000	0.790000	0.820000	0.850000	0.880000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.580000	0.610000	0.580000	0.940000	0.520000	0.550000	0.640000	0.970000	0.910000	0.730000	0.700000	0.670000	1.000000	0.880000	0.760000	0.790000	0.820000	0.850000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.550000	0.580000	0.550000	0.910000	0.490000	0.520000	1.000000	0.940000	0.880000	0.700000	0.670000	0.640000	0.970000	0.850000	0.730000	0.760000	0.790000	0.820000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.520000	0.550000	0.520000	0.880000	0.460000	1.000000	0.970000	0.910000	0.850000	0.670000	0.640000	0.610000	0.940000	0.820000	0.700000	0.730000	0.760000	0.790000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
	0.000000	0.490000	0.520000	0.490000	0.850000	1.000000	0.970000	0.940000	0.880000	0.820000	0.640000	0.610000	0.580000	0.910000	0.790000	0.670000	0.700000	0.730000	0.760000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
